card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
629,Halo Seraph Lord,super,11,5,6,9,5,4,26,"Winged figure of radiant light, halo blazing, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
630,Ash Hierarch Lord,super,6,5,10,4,8,4,22,"Cloaked in smoke and flame, mask glowing, crowned with soot.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
631,Rune Pontiff King,super,5,10,6,4,10,4,25,"Tall figure cloaked in glyph-etched robes, crowned with glyphs.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
632,Halo Exemplar Lord,super,4,9,5,10,6,4,24,"Radiant cleric crowned with blazing halo, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
633,Void Exarch King,super,9,4,11,5,6,4,25,"Dark priest cloaked in shadows, eyes glowing, crowned with void.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
634,Crystal General King,super,5,5,5,11,12,4,31,"Warrior clad in crystal plates, wielding glaive, crowned with crystal.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
635,Golden Strategist Lord,super,9,5,5,12,4,4,26,"General clad in gold and jewels, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
636,Obelisk Warden King,super,12,8,4,6,5,4,26,"Armored in stone, glyphs glowing, crowned with obelisk.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
637,Rune Marshal King,super,4,9,5,11,5,4,24,"Soldier etched with glowing glyphs, staff spear, crowned with glyphs.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Not exhausted by defending; may react once per round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
638,Halo Praetor Lord,super,9,6,10,4,5,4,24,"Radiant warrior with winged helm and spear, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
639,Halo Seraphim Lord,super,6,9,5,9,6,4,24,"Winged radiant figure crowned with halos, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
640,Ash Lord King,super,12,6,4,5,11,4,31,"Tall warlord cloaked in flame, crowned with soot.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions. After resolving, this unit may reposition 1 space.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
641,Rune Khan King,super,6,4,5,11,12,4,31,"Warlord etched with glyph tattoos, crowned with glyphs.",Major-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Excess damage from this unit carries over to the next target. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
642,Halo Regent Lord,super,5,5,9,10,5,4,23,"Radiant ruler crowned with great halo, crowned with gold.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
643,Void King Lord,super,8,8,6,6,4,4,20,"Cloaked in shadows, eyes glowing like suns, crowned with void.",Major-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
644,"Pharaoh of Chains, the Eternal",super,4,8,9,4,6,4,20,"Ancient king wrapped in spectral chains, golden mask cracked, eyes burning with blue fire.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
645,"River Titan, the Flood King",super,6,9,8,5,5,4,21,"Colossal warrior clad in fishbone armor, wielding a trident of bone and gold, crowned with reeds.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
646,"Idol Colossus, the Living God",super,6,5,12,8,5,4,27,"Towering statue animated by cult magic, covered in glowing runes, crowned with obsidian.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. Excess damage from this unit carries over to the next target. Allied units adjacent to this gain +1 to checks this round.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
647,"Marsh Leviathan, the Drowned Queen",super,5,5,6,9,11,4,26,"Massive serpent with reed crown, body covered in swamp mud, eyes glowing green.",Kingdom-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round. When attacking, this unit deals damage before normal combat resolution.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
648,"Sandstorm Khan, the Desert Lord",super,5,9,4,10,6,4,24,"Warlord with flowing robes, staff of wind, surrounded by a swirling sandstorm, crowned with gold.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. Excess damage from this unit carries over to the next target.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
649,"Eclipse Hierarch, the Night King",super,5,4,9,4,12,4,26,"Robed priest glowing with eclipse sigils, staff blazing, crowned with a black flame halo.",Kingdom-bosses,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
650,"Void Augur, the Hollow Prophet",super,8,5,11,6,5,4,25,"Emaciated oracle with hollow eyes, crowned with void flame, body wreathed in shadow.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round. If played this turn, this unit resolves before other actions.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
651,"Blood Moon Prophet, the Crimson Oracle",super,12,5,12,5,6,4,34,"Crimson-robed prophet with blood-crystal staff, eyes glowing red, crowned with lunar silver.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions. Enemies entering adjacent spaces must target this unit if able.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
652,"Chained Seer, the Blind Judge",super,9,4,9,5,6,4,22,"Blindfolded mystic wrapped in glowing chains, staff of silver, crowned with moonstone.",Kingdom-bosses,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round. When defending, this unit acts first and can intercept attacks aimed at adjacent allies.","Super Initiative (12)
🛡️ Guard 5 • ⚔️ First Strike 5
Omniscient reflex — acts before all.
Immune to morale penalties."
