lore_text,mechanics_text
"Crystal General King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 5 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Strategist Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 6 • ⚔️ First Strike 3
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obelisk Warden King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Marshal King — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Praetor Lord — MAJOR-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Seraphim Lord — MAJOR-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Lord King — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Heroic Initiative (9)
🛡️ Guard 5 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Khan King — MAJOR-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 5 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Regent Lord — MAJOR-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void King Lord — MAJOR-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pharaoh of Chains, the Eternal — KINGDOM-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"River Titan, the Flood King — KINGDOM-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Idol Colossus, the Living God — KINGDOM-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Marsh Leviathan, the Drowned Queen — KINGDOM-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sandstorm Khan, the Desert Lord — KINGDOM-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Hierarch, the Night King — KINGDOM-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Augur, the Hollow Prophet — KINGDOM-BOSSES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Moon Prophet, the Crimson Oracle — KINGDOM-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chained Seer, the Blind Judge — KINGDOM-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ashen Oracle, the Ember Queen — KINGDOM-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Pitlord, the Arena King — KINGDOM-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Duelmaster, the Blood Regent — KINGDOM-BOSSES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Warlord, the Iron Tyrant — KINGDOM-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked Champion, the Golden Face — KINGDOM-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Gladiator Lord, the Flame Sovereign — KINGDOM-BOSSES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Glyph Knight, the Rune King — KINGDOM-BOSSES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Standard Initiative (5)
🛡️ Guard 5 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Paladin, the Radiant Lord — KINGDOM-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Vanguard, the Shard Emperor — KINGDOM-BOSSES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
